sampleid	sample_name_2	studyID	file_filtered_r1r2_combined	reads_per_unfiltered_file	reads_per_file	log10(reads_per_file)_full	log10(reads_per_file)	host_phylum	host_class	host_family	host_genus	host_kingdom	host_order	host_species	reference_for_filtering	TimeTree_returned	host_common_name	host_flight	host_modality	host_diet	country	habitat	sample_type	diet_category_12	diet_category_3	captive_wild	SampleID_2	Qiita_studyID
white_rhinoceros.1	13881.SAMEA6809578	13881	Ceratotherium-simum_SAMEA6809578.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	7780316	7779902	6.890974126000001	7	Chordata	Mammalia	Rhinocerotidae	Ceratotherium	Metazoa	Perissodactyla	Ceratotherium_simum	Ceratotherium_simum	Ceratotherium_simum	white_rhinoceros			herbivore	SouthAfrica		feces	herbivore	herbivore	wild	Ceratotherium-simum_SAMEA6809578.ebi_filtered_r1r2interleaved_sampleCombined	study13881
black-cheeked_white-nosed_monkey.3	11212.RT2019	11212	Cercopithecus-ascanius_RT2019_AGTTCC_L002_001_filtered_r1r2combined.fastq.gz	12905990	12899588	7.11057584	7	Chordata	Mammalia	Cercopithecidae	Cercopithecus	Metazoa	Primates	Cercopithecus_ascanius	Cercopithecus mona	Cercopithecus_ascanius	black-cheeked_white-nosed_monkey	flightless			Uganda	Rainforest	stool	omnivore	omnivore	wild	Cercopithecus-ascanius_RT2019_AGTTCC_L002_001_filtered_r1r2interleaved	study11212
eastern_wapiti.1	13881.SAMEA6809495	13881	Cervus-canadensis_SAMEA6809495.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	9592774	9587942	6.981725397999999	7	Chordata	Mammalia	Cervidae	Cervus	Metazoa	Artiodactyla	Cervus_canadensis_canadensis	Cervus_elaphus_hippelaphus		Eastern_wapiti			herbivore	Austria		feces	herbivore	herbivore	captive	Cervus-canadensis_SAMEA6809495.ebi_filtered_r1r2interleaved_sampleCombined	study13881
red_deer.1	13881.SAMEA6809429	13881	Cervus-elaphus_SAMEA6809429.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	7827332	7826090	6.8935448379999995	7	Chordata	Mammalia	Cervidae	Cervus	Metazoa	Artiodactyla	Cervus_elaphus	Cervus_elaphus_hippelaphus	Cervus_elaphus	red_deer			herbivore	Austria		feces	herbivore	herbivore	wild	Cervus-elaphus_SAMEA6809429.ebi_filtered_r1r2interleaved_sampleCombined	study13881
horsfields_bronze_cuckoo.1	13881.SAMEA6809488	13881	Chalcites-basalis_SAMEA6809488.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	2010544	2010106	6.30321896	6	Chordata	Aves	Cuculidae	Chalcites	Metazoa	Cuculiformes	Chalcites_basalis	Cuculus_canorus	Chalcites_basalis	Horsfields_Bronze_Cuckoo			carnivore	Australia		feces	insectivore	carnivore	wild	Chalcites-basalis_SAMEA6809488.ebi_filtered_r1r2interleaved_sampleCombined	study13881
european_greenfinch.1	13881.SAMEA6809406	13881	Chloris-chloris_SAMEA6809406.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	14490246	14414586	7.158802174	7	Chordata	Aves	Fringillidae	Chloris	Metazoa	Passeriformes	Chloris_chloris	Loxia_curvirostra	Carduelis_chloris	European_greenfinch			omnivore	Hungary		feces	herbivore	herbivore	wild	Chloris-chloris_SAMEA6809406.ebi_filtered_r1r2interleaved_sampleCombined	study13881
vervet_monkey.1	13881.SAMEA6809577	13881	Chlorocebus-pygerythrus_SAMEA6809577.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	5462054	5461604	6.737320208	7	Chordata	Mammalia	Cercopithecidae	Chlorocebus	Metazoa	Primates	Chlorocebus_pygerythrus	Chlorocebus_sabaeus	Chlorocebus_pygerythrus	Vervet_Monkey			omnivore	SouthAfrica		feces	herbivore	herbivore	wild	Chlorocebus-pygerythrus_SAMEA6809577.ebi_filtered_r1r2interleaved_sampleCombined	study13881
southern_two-toed_sloth.1	13881.SAMEA6809544	13881	Choloepus-didactylus_SAMEA6809544.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	11405774	11086930	7.044811306000001	7	Chordata	Mammalia	Megalonychidae	Choloepus	Metazoa	Pilosa	Choloepus_didactylus	Choloepus_didactylus	Choloepus_didactylus	southern_two-toed_sloth			herbivore	Austria		feces	folivore	herbivore	captive	Choloepus-didactylus_SAMEA6809544.ebi_filtered_r1r2interleaved_sampleCombined	study13881
hoffmann's_two-toed_sloth.1	13114.song.51.s019	13114	Choloepus-hoffmanni_Song51_25173_host_filtered_r1r2combined.fastq.gz	27090222	26896254	7.429691797	7	Chordata	Mammalia	Choloepodidae	Choloepus	Metazoa	Pilosa	Choloepus_hoffmanni	Choloepus_hoffmanni	Choloepus_hoffmanni	Hoffmann's_two-toed_sloth	flightless	terrestrial,flightless	herbivore	USA			herbivore	herbivore	captive	Choloepus-hoffmanni_Song51_25173_filtered_r1r2interleaved	study13114
common_vampire_bat.5	13881.SAMEA6809410	13881	Chondrostoma-nasus_SAMEA6809410.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	6876938	6610756	6.820251128	7	Chordata	Actinopterygii	Leuciscidae	Chondrostoma	Metazoa	Cypriniformes	Chondrostoma_nasus	Squalius_pyrenaicus	Chondrostoma_nasus	Common_Nase			omnivore	Austria		gut	omnivore	omnivore	wild	Chondrostoma-nasus_SAMEA6809410.ebi_filtered_r1r2interleaved_sampleCombined	study13881
golden_pheasant.1	13114.song.53.s003	13114	Chrysolophus-pictus_Song53_24060_host_filtered_r1r2combined.fastq.gz	15226078	15089988	7.1786888939999995	7	Chordata	Aves	Phasianidae	Chrysolophus	Metazoa	Galliformes	Chrysolophus_pictus	Chrysolophus_pictus	Chrysolophus_pictus	Golden_pheasant	flighted	terrestrial,flight	omnivore	USA			omnivore	omnivore	captive	Chrysolophus-pictus_Song53_24060_filtered_r1r2interleaved	study13114
white_stork.1	13881.SAMEA6809377	13881	Ciconia-ciconia_SAMEA6809377.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	3652124	973240	5.98821995	6	Chordata	Aves	Ciconiidae	Ciconia	Metazoa	Ciconiiformes	Ciconia_ciconia	Ciconia_boyciana	Ciconia_ciconia	White_stork			carnivore	Hungary		feces	carnivore	carnivore	wild	Ciconia-ciconia_SAMEA6809377.ebi_filtered_r1r2interleaved_sampleCombined	study13881
western_marsh_harrier.1	13881.SAMEA6809466	13881	Circus-aeruginosus_SAMEA6809466.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	1340974	938518	5.972442606	6	Chordata	Aves	Accipitridae	Circus	Metazoa	Accipitriformes	Circus_aeruginosus	Haliaeetus_leucocephalus	Circus_aeruginosus	western_marsh_harrier			carnivore	Austria		gut	carnivore	carnivore	wild	Circus-aeruginosus_SAMEA6809466.ebi_filtered_r1r2interleaved_sampleCombined	study13881
mantled_guereza.3	11212.BWC2061	11212	Colobus-guereza_BWC2061_GTGGCC_L002_001_filtered_r1r2combined.fastq.gz	10949676	10916520	7.038084215	7	Chordata	Mammalia	Cercopithecidae	Colobus	Metazoa	Primates	Colobus_guereza	Colobus_angolensis	Colobus_guereza	mantled_guereza	flightless		Folivore	Uganda	Rainforest	stool	folivore	herbivore	wild	Colobus-guereza_BWC2061_GTGGCC_L002_001_filtered_r1r2interleaved	study11212
brindled_gnu.1	13881.SAMEA6809565	13881	Connochaetes-taurinus_SAMEA6809565.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	6143726	6142550	6.788348700000001	7	Chordata	Mammalia	Bovidae	Connochaetes	Metazoa	Artiodactyla	Connochaetes_taurinus	Connochaetes_taurinus	Connochaetes_taurinus	brindled_gnu			herbivore	SouthAfrica		feces	herbivore	herbivore	wild	Connochaetes-taurinus_SAMEA6809565.ebi_filtered_r1r2interleaved_sampleCombined	study13881
solomon_ssland_leaf_frog.1	13114.song.52.s013	13114	Ceratobatrachus-guentheri_Song52_25150_host_filtered_r1r2combined.fastq.gz	7137272	7137112	6.8535225120000005	7	Chordata	Amphibia	Ceratobatrachidae	Ceratobatrachus	Metazoa	Anura	Cornufer_guentheri	_Pyxicephalus_adspersus	Cornufer_guentheri	Solomon_Ssland_leaf_frog	flightless	terrestrial,flightless	omnivore	USA			carnivore	carnivore	captive	Ceratobatrachus-guentheri_Song52_25150_filtered_r1r2interleaved	study13114
carrion_crow.1	13881.SAMEA6809438	13881	Corvus-corone_SAMEA6809438.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	388718	338128	5.529081136	6	Chordata	Aves	Corvidae	Corvus	Metazoa	Passeriformes	Corvus_corone	Corvus_brachyrhynchos	Corvus_corone	carrion_crow			omnivore	Austria		gut	scavenger	carnivore	wild	Corvus-corone_SAMEA6809438.ebi_filtered_r1r2interleaved_sampleCombined	study13881
rook.1	13881.SAMEA6809468	13881	Corvus-frugilegus_SAMEA6809468.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	2211630	1936764	6.2870767039999995	6	Chordata	Aves	Corvidae	Corvus	Metazoa	Passeriformes	Corvus_frugilegus	Corvus_hawaiiensis	Corvus_frugilegus	rook			omnivore	Austria		feces	omnivore	omnivore	wild	Corvus-frugilegus_SAMEA6809468.ebi_filtered_r1r2interleaved_sampleCombined	study13881
common_nase.2	13114.minich.76.s006	13114	Coturnix-coturnix_Minich76_QM_host_filtered_r1r2combined.fastq.gz	20508622	15480404	7.18978229	7	Chordata	Aves	Phasianidae	Coturnix	Metazoa	Galliformes	Coturnix_coturnix	Coturnix_japonica	Coturnix_coturnix	common_quail	flighted	terrestrial,flight	herbivore/insectivore	Malawi			omnivore	omnivore	captive	Coturnix-coturnix_Minich76_QM_filtered_r1r2interleaved	study13114
black-bellied_hamster.1	13881.SAMEA6809455	13881	Cricetus-cricetus_SAMEA6809455.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	3761378	3739428	6.572805176	7	Chordata	Mammalia	Cricetidae	Cricetus	Metazoa	Rodentia	Cricetus_cricetus	Cricetulus_griseus	Cricetus_cricetus	black-bellied_hamster			omnivore	Austria		gut	omnivore	omnivore	wild	Cricetus-cricetus_SAMEA6809455.ebi_filtered_r1r2interleaved_sampleCombined	study13881
lesser_white-toothed_shrew.1	13881.SAMEA6809628	13881	Crocidura-suaveolens_SAMEA6809628.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	2657886	2645224	6.422462454	6	Chordata	Mammalia	Soricidae	Crocidura	Metazoa	Eulipotyphla	Crocidura_suaveolens	Crocidura_indochinensis	Crocidura_suaveolens	Lesser_white-toothed_shrew			carnivore	Austria		feces	carnivore	carnivore	wild	Crocidura-suaveolens_SAMEA6809628.ebi_filtered_r1r2interleaved_sampleCombined	study13881
morelet's_crocodile.1	13881.SAMEA6809562	13881	Crocodylus-moreletii_SAMEA6809562.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	3420982	2052906	6.312369063999999	6	Chordata	Reptilia	Crocodylidae	Crocodylus	Metazoa	Crocodylia	Crocodylus_moreletii	Crocodylus_porosus	Crocodylus_moreletii	Morelet's_crocodile			carnivore	Austria		feces	carnivore	carnivore	captive	Crocodylus-moreletii_SAMEA6809562.ebi_filtered_r1r2interleaved_sampleCombined	study13881
nile_crocodile.1	13881.SAMEA6809569	13881	Crocodylus-niloticus_SAMEA6809569.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	6038748	2615290	6.417519853	6	Chordata	Reptilia	Crocodylidae	Crocodylus	Metazoa	Crocodylia	Crocodylus_niloticus	Crocodylus_porosus	Crocodylus_niloticus	Nile_crocodile			carnivore	SouthAfrica		feces	carnivore	carnivore	wild	Crocodylus-niloticus_SAMEA6809569.ebi_filtered_r1r2interleaved_sampleCombined	study13881
cuban_crocodile.1	13114.song.52.s011	13114	Crocodylus-rhombifer_Song52_25079_host_filtered_r1r2combined.fastq.gz	23025218	23022388	7.362150369	7	Chordata	Reptilia	Crocodylidae	Crocodylus	Metazoa	Crocodilia	Crocodylus_rhombifer	Crocodylus_porosus	Crocodylus_rhombifer	Cuban_crocodile	flightless	terrestrial,flightless	carnivore	USA			carnivore	carnivore	captive	Crocodylus-rhombifer_Song52_25079_filtered_r1r2interleaved	study13114
spotted_hyena.1	11166.FD.0437.hyena	11166	Crocuta-crocuta_S_S_Temp_D704-AK1681_filtered_r1r2combined.fastq.gz	11172024	5249378	6.720107847	7	Chordata	Mammalia	Hyaenidae	Crocuta	Metazoa	Carnivora	Crocuta_crocuta	Crocuta_crocuta	Crocuta_crocuta	Spotted_hyena	flightless			France			carnivore	carnivore	captive	Crocuta-crocuta_S_S_Temp_D704-AK1681_filtered_r1r2interleaved	study11166
fossa.1	11166.ATL.25136.fossa	11166	Cryptoprocta-ferox_S_S_Temp_D704-AK1546_filtered_r1r2combined.fastq.gz	64530078	64527584	7.809745405	8	Chordata	Mammalia	Eupleridae	Cryptoprocta	Metazoa	Carnivora	Cryptoprocta_ferox	Cryptoprocta_ferox	Cryptoprocta_ferox	Fossa	flightless			USA			carnivore	carnivore	captive	Cryptoprocta-ferox_S_S_Temp_D704-AK1546_filtered_r1r2interleaved	study11166
mute_swan.1	13881.SAMEA6809462	13881	Cygnus-olor_SAMEA6809462.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	17074188	1549510	6.190194383	6	Chordata	Aves	Anatidae	Cygnus	Metazoa	Anseriformes	Cygnus_olor	Cygnus_olor	Cygnus_olor	mute_swan			omnivore	Hungary		feces	herbivore	herbivore	wild	Cygnus-olor_SAMEA6809462.ebi_filtered_r1r2interleaved_sampleCombined	study13881
prairie_dog.1	11166.ATL.24614.prairiedog	11166	Cynomys-ludovicianus_S_S_Temp_D705-AK1680_filtered_r1r2combined.fastq.gz	23061908	22971688	7.361192909	7	Chordata	Mammalia	Sciuridae	Cynomys	Metazoa	Rodentia	Cynomys_ludovicianus		Cynomys_ludovicianus	Prairie_dog	flightless			USA			herbivore	herbivore	captive	Cynomys-ludovicianus_S_S_Temp_D705-AK1680_filtered_r1r2interleaved	study11166
common_carp.1	13881.SAMEA6809376	13881	Cyprinus-carpio_SAMEA6809376.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	5075242	2401596	6.380499952	6	Chordata	Actinopterygii	Cyprinidae	Cyprinus	Metazoa	Cypriniformes	Cyprinus_carpio	Cyprinus_carpio	Cyprinus_carpio	common_carp			omnivore	Austria		feces	omnivore	omnivore	wild	Cyprinus-carpio_SAMEA6809376.ebi_filtered_r1r2interleaved_sampleCombined	study13881
fallow_deer.1	13881.SAMEA6809642	13881	Dama-dama_SAMEA6809642.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	7551084	7437852	6.871447532	7	Chordata	Mammalia	Cervidae	Dama	Metazoa	Artiodactyla	Dama_dama	Cervus_elaphus_hippelaphus	Dama_dama	fallow_deer			herbivore	Austria		feces	herbivore	herbivore	wild	Dama-dama_SAMEA6809642.ebi_filtered_r1r2interleaved_sampleCombined	study13881
northern_house-martin.1	13881.SAMEA6809453	13881	Delichon-urbicum_SAMEA6809453.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	5516114	5514822	6.741531499	7	Chordata	Aves	Hirundinidae	Delichon	Metazoa	Passeriformes	Delichon_urbicum	Hirundo_rustica	Delichon_urbicum	Northern_house-martin			carnivore	Austria		feces	insectivore	carnivore	wild	Delichon-urbicum_SAMEA6809453.ebi_filtered_r1r2interleaved_sampleCombined	study13881
great_spotted_woodpecker.2	13881.SAMEA6809454	13881	Dendrocopos-major_SAMEA6809454.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	1253998	1232274	6.090707285	6	Chordata	Aves	Picidae	Dendrocopos	Metazoa	Piciformes	Dendrocopos_major	Dendrocopos_noguchii	Dendrocopos_major	Great_Spotted_Woodpecker			omnivore	Austria		feces	omnivore	omnivore	wild	Dendrocopos-major_SAMEA6809454.ebi_filtered_r1r2interleaved_sampleCombined	study13881
white-faced_whistling_duck.1	13114.song.53.s009	13114	Dendrocygna-viduata_Song53_24326_host_filtered_r1r2combined.fastq.gz	16202210	7060682	6.848846652000001	7	Chordata	Aves	Anatidae	Dendrocygna	Metazoa	Anseriformes	Dendrocygna_viduata	Branta_canadensis	Dendrocygna_viduata	White-faced_whistling_duck	flighted	terrestrial,flight	omnivore	USA			herbivore	herbivore	captive	Dendrocygna-viduata_Song53_24326_filtered_r1r2interleaved	study13114
common_vampire_bat.4	11166.vbat.DR26.colon.vbat	11166	Desmodus-rotundus_S_S_Temp_D708-AK1780_filtered_r1r2combined.fastq.gz	16975130	261142	5.416876726	5	Chordata	Mammalia	Phyllostomidae	Desmodus	Metazoa	Chiroptera	Desmodus_rotundus	Desmodus_rotundus	Desmodus_rotundus	common_vampire_bat	flighted			Mexico			sanguivore	carnivore	wild	Desmodus-rotundus_S_S_Temp_D708-AK1780_filtered_r1r2interleaved	study11166
eastern_black_rhinoceros.1	13114.song.51.s003	13114	Diceros-bicornis_Song51_24081_host_filtered_r1r2combined.fastq.gz	22565440	22565342	7.35344192	7	Chordata	Mammalia	Rhinocerotidae	Diceros	Metazoa	Perissodactyla	Diceros_bicornis_michaeli	Diceros_bicornis_michaeli	Diceros_bicornis	Eastern_black_rhinoceros	flightless	terrestrial,flightless	herbivore	USA			herbivore	herbivore	captive	Diceros-bicornis_Song51_24081_filtered_r1r2interleaved	study13114
southern_opossum.1	13881.SAMEA6809533	13881	Didelphis-marsupialis_SAMEA6809533.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	9667188	9666908	6.985287585	7	Chordata	Mammalia	Didelphidae	Didelphis	Metazoa	Didelphimorphia	Didelphis_marsupialis	Streptococcus_didelphis	Didelphis_marsupialis	southern_opossum			omnivore	CostaRica		gut	omnivore	omnivore	wild	Didelphis-marsupialis_SAMEA6809533.ebi_filtered_r1r2interleaved_sampleCombined	study13881
emu.4	13881.SAMEA6809587	13881	Dromaius-novaehollandiae_SAMEA6809587.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	10119132	6222602	6.793972023999999	7	Chordata	Aves	Dromaiidae	Dromaius	Metazoa	Casuariiformes	Dromaius_novaehollandiae	Dromaius_novaehollandiae	Dromaius_novaehollandiae	emu			omnivore	Austria		feces	carnivore	carnivore	captive	Dromaius-novaehollandiae_SAMEA6809587.ebi_filtered_r1r2interleaved_sampleCombined	study13881
lesser_hedgehog_tenrec.1	13114.song.51.s014	13114	Echinops-telfairi_Song51_24758_host_filtered_r1r2combined.fastq.gz	19835732	19831638	7.2973585860000005	7	Chordata	Mammalia	Tenrecomorpha	Echinops	Metazoa	Afrosoricida	Echinops_telfairi	Echinops_telfairi	Echinops_telfairi	Lesser_hedgehog_tenrec	flightless	terrestrial,flightless	insectivore	USA			insectivore	carnivore	captive	Echinops-telfairi_Song51_24758_filtered_r1r2interleaved	study13114
garden_dormouse.1	13881.SAMEA6809448	13881	Eliomys-quercinus_SAMEA6809448.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	1945038	1930684	6.2857111979999996	6	Chordata	Mammalia	Gliridae	Eliomys	Metazoa	Rodentia	Eliomys_quercinus	Muscardinus_avellanarius	Eliomys_quercinus	garden_dormouse			omnivore	Austria		feces	omnivore	omnivore	captive	Eliomys-quercinus_SAMEA6809448.ebi_filtered_r1r2interleaved_sampleCombined	study13881
galah.1	13881.SAMEA6809487	13881	Eolophus-roseicapillus_SAMEA6809487.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	6372020	1031198	6.013342062	6	Chordata	Aves	Cacatuidae	Eolophus	Metazoa	Psittaciformes	Eolophus_roseicapilla	Eolophus_roseicapilla	Eolophus_roseicapillus	galah			omnivore	Australia		feces	herbivore	herbivore	wild	Eolophus-roseicapillus_SAMEA6809487.ebi_filtered_r1r2interleaved_sampleCombined	study13881
large_forest_bat.1	13881.SAMEA6809479	13881	Eptesicus-sagittula_SAMEA6809479.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	2064694	2064454	6.31480521	6	Chordata	Mammalia	Vespertilionidae	Eptesicus	Metazoa	Chiroptera	Eptesicus_sagittula	Eptesicus_fuscus	Eptesicus_sagittula	large_forest_bat			carnivore	Australia		feces	insectivore	carnivore	wild	Eptesicus-sagittula_SAMEA6809479.ebi_filtered_r1r2interleaved_sampleCombined	study13881
zebra.1	13114.song.51.s017	13114	Equus-burchellii_Song51_25122_host_filtered_r1r2combined.fastq.gz	4643600	4643292	6.666825996	7	Chordata	Mammalia	Equidae	Equus	Metazoa	Perissodactyla	Equus_burchellii	Equus_ferus_przewalskii	Equus_burchellii	Zebra	flightless	terrestrial,flightless	herbivore	USA			herbivore	herbivore	captive	Equus-burchellii_Song51_25122_filtered_r1r2interleaved	study13114
quagga.1	13881.SAMEA6809586	13881	Equus-burchellii_SAMEA6809586.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	14705620	14694196	7.167145828	7	Chordata	Mammalia	Equidae	Equus	Metazoa	Perissodactyla	Equus_burchellii_quagga	Equus_asinus	Equus_burchellii	Quagga			herbivore	Tanzania		feces	herbivore	herbivore	wild	Equus-burchellii_SAMEA6809586.ebi_filtered_r1r2interleaved_sampleCombined	study13881
horse.1	13881.SAMEA6809356	13881	Equus-caballus_SAMEA6809356.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	16273264	16272944	7.21146613	7	Chordata	Mammalia	Equidae	Equus	Metazoa	Perissodactyla	Equus_caballus	Equus_caballus	Equus_caballus	horse			herbivore	Austria		feces	herbivore	omnivore	captive	Equus-caballus_SAMEA6809356.ebi_filtered_r1r2interleaved_sampleCombined	study13881
przewalski_horse.1	13114.song.51.s008	13114	Equus-ferus_Song51_24711_host_filtered_r1r2combined.fastq.gz	21231990	21231290	7.326976382000001	7	Chordata	Mammalia	Equidae	Equus	Metazoa	Perissodactyla	Equus_ferus_przewalskii	Equus_ferus_przewalskii	Equus_przewalskii	Przewalski_horse	flightless	terrestrial,flightless	herbivore	USA			herbivore	herbivore	captive	Equus-ferus_Song51_24711_filtered_r1r2interleaved	study13114
onager.1	13881.SAMEA6809357	13881	Equus-hemionus_SAMEA6809357.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	1894502	1894204	6.277426749	6	Chordata	Mammalia	Equidae	Equus	Metazoa	Perissodactyla	Equus_hemionus	Equus_asinus	Equus_hemionus	onager			herbivore	Iran		feces	herbivore	herbivore	wild	Equus-hemionus_SAMEA6809357.ebi_filtered_r1r2interleaved_sampleCombined	study13881
kulan.1	13881.SAMEA6809549	13881	Equus-hemionus_SAMEA6809549.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	3481446	3480138	6.5415964660000006	7	Chordata	Mammalia	Equidae	Equus	Metazoa	Perissodactyla	Equus_hemionus_kulan	Equus_asinus	Equus_hemionus	kulan			herbivore	Mongolia		feces	herbivore	herbivore	wild	Equus-hemionus_SAMEA6809549.ebi_filtered_r1r2interleaved_sampleCombined	study13881
przewalski_horse.2	13881.SAMEA6809560	13881	Equus-przewalskii_SAMEA6809560.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	10845814	10845150	7.035235563	7	Chordata	Mammalia	Equidae	Equus	Metazoa	Perissodactyla	Equus_przewalskii	Equus_przewalskii	Equus_przewalskii	Przewalski_horse			herbivore	Mongolia		feces	herbivore	herbivore	wild	Equus-przewalskii_SAMEA6809560.ebi_filtered_r1r2interleaved_sampleCombined	study13881
western_european_hedgehog.1	13881.SAMEA6809365	13881	Erinaceus-europaeus_SAMEA6809365.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	3562024	3558508	6.551267947	7	Chordata	Mammalia	Erinaceidae	Erinaceus	Metazoa	Eulipotyphla	Erinaceus_europaeus	Erinaceus_europaeus	Erinaceus_europaeus	western_European_hedgehog			carnivore	Hungary		feces	omnivore	omnivore	wild	Erinaceus-europaeus_SAMEA6809365.ebi_filtered_r1r2interleaved_sampleCombined	study13881
northern_pike.1	13881.SAMEA6809640	13881	Esox-lucius_SAMEA6809640.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	2801454	2800904	6.447298224	6	Chordata	Actinopterygii	Esocidae	Esox	Metazoa	Esociformes	Esox_lucius	Esox_lucius	Esox_lucius	northern_pike			carnivore	Austria		feces	carnivore	carnivore	wild	Esox-lucius_SAMEA6809640.ebi_filtered_r1r2interleaved_sampleCombined	study13881
north_atlantic_right_whale.1	13114.girguis.50.s009	13114	Eubalaena-glacialis_Girguis50_RightEG3_host_filtered_r1r2combined.fastq.gz	21900760	21888734	7.3402206439999995	7	Chordata	Mammalia	Balaenidae	Eubalaena	Metazoa	Artiodactyla	Eubalaena_glacialis	Eubalaena_japonica	Eubalaena_glacialis	North_Atlantic_Right_Whale	flightless	marine	carnivore	Canada			filter_feeder	carnivore	wild	Eubalaena-glacialis_Girguis50_RightEG3_filtered_r1r2interleaved	study13114
elegant_crested_tinamou.1	11166.FD.0441.tinamou	11166	Eudromia-elegans_S_S_Temp_D710-AK1682_filtered_r1r2combined.fastq.gz	32487128	32448674	7.511196954	8	Chordata	Aves	Tinamidae	Eudromia	Metazoa	Tinamiformes	Eudromia_elegans	Eudromia_elegans	Eudromia_elegans	elegant_crested_tinamou	flighted			France			omnivore	omnivore	captive	Eudromia-elegans_S_S_Temp_D710-AK1682_filtered_r1r2interleaved	study11166
red-bellied_lemur.3	11212.ERUB.10M	11212	Eulemur-rubriventer_ERUB_10M_ATCACG_L003_001_filtered_r1r2combined.fastq.gz	8100302	8068376	6.906786128999999	7	Chordata	Mammalia	Lemuridae	Eulemur	Metazoa	Primates	Eulemur_rubriventer	Eulemur_fulvus_	Eulemur_rubriventer	red-bellied_lemur	flightless			Madagascar	Rainforest	stool	frugivore	herbivore	wild	Eulemur-rubriventer_ERUB_10M_ATCACG_L003_001_filtered_r1r2interleaved	study11212
green_anaconda.1	13114.song.52.s007	13114	Eunectes-murinus_Song52_25041_host_filtered_r1r2combined.fastq.gz	25614442	24956634	7.39718601	7	Chordata	Reptilia	Boidae	Eunectes	Metazoa	Squamata	Eunectes_murinus	Python_bivittatus	Eunectes_murinus	Green_anaconda	flightless	terrestrial,flightless	carnivore	USA			carnivore	carnivore	captive	Eunectes-murinus_Song52_25041_filtered_r1r2interleaved	study13114
lanner_falcon.1	11166.ATL.24548.falcon	11166	Falco-biarmicus_S_S_Temp_D707-AK1681_filtered_r1r2combined.fastq.gz	67337394	67185548	7.827275864	8	Chordata	Aves	Falconidae	Falco	Metazoa	Falconiformes	Falco_biarmicus	Falco_tinnunculus	Falco_biarmicus	Lanner_falcon	flighted			USA			carnivore	carnivore	captive	Falco-biarmicus_S_S_Temp_D707-AK1681_filtered_r1r2interleaved	study11166
common_kestrel.1	13881.SAMEA6809367	13881	Falco-tinnunculus_SAMEA6809367.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	11377720	2518878	6.401207133	6	Chordata	Aves	Falconidae	Falco	Metazoa	Falconiformes	Falco_tinnunculus	Falco_tinnunculus	Falco_tinnunculus	common_kestrel			carnivore	Hungary		gut	carnivore	carnivore	wild	Falco-tinnunculus_SAMEA6809367.ebi_filtered_r1r2interleaved_sampleCombined	study13881
domestic_cat.1	13881.SAMEA6809421	13881	Felis-catus_SAMEA6809421.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	2329112	2328798	6.367131819	6	Chordata	Mammalia	Felidae	Felis	Metazoa	Carnivora	Felis_catus	Felis_catus	Felis_catus	domestic_cat			carnivore	Austria		feces	carnivore	carnivore	captive	Felis-catus_SAMEA6809421.ebi_filtered_r1r2interleaved_sampleCombined	study13881
sand_cat.1	13114.song.51.s010	13114	Felis-margarita_Song51_24733_host_filtered_r1r2combined.fastq.gz	19930946	18749122	7.272980935	7	Chordata	Mammalia	Felidae	Felis	Metazoa	Carnivora	Felis_margarita	Felis_margarita	Felis_margarita	Sand_cat	flightless	terrestrial,flightless	carnivore	USA			carnivore	carnivore	captive	Felis-margarita_Song51_24733_filtered_r1r2interleaved	study13114
